,T03,T04,T05,T06,T01,T07,T09,T10,T11,T02
7927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10191
7928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10233
7929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10197
7930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10544
7931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10333
7932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9873
7933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9960
7934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10132
7935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10162
7936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10226
7937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10005
7938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10051
7939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10279
7940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10423
7941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10111
7942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10354
7943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10105
7944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10212
7945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10135
7946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10276
7947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10049
7948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10172
7949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10318
7950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10206
7951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10257
7952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10421
7953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10307
7954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9725
7955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10433
7956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10679
7957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10473
7958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10107
7959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10213
7960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10043
7961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9618
7962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8832
7963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5776
7964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9894
7965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10129
7966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10134
7967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10470
7968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10623
7969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10020
7970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10335
7971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10024
7972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10646
7973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10151
7974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10223
7975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10224
7976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10668
7977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10440
7978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10146
7979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10053
7980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10011
7981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9622
7982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9735
7983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10167
7984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10304
7985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10017
7986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10296
7987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10304
7988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10078
7989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10248
7990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10304
7991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10109
7992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9990
7993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10579
7994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10161
7995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10259
7996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10131
7997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10230
7998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10068
7999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10058
8000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10410
8001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10247
8002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9631
8003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9042
8004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5699
8005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10360
8006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10614
8007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10285
8008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8763
8009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10303
8010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9989
8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10313
8012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10642
8013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10463
8014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9827
8015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10368
8016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10125
8017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10144
8018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10285
8019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9975
8020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9983
8021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10547
8022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10375
8023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10119
8024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10028
8025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10232
8026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10134
8027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10117
8028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10269
8029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10003
8030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10297
8031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10023
8032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10348
8033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10208
8034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10330
8035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10345
8036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10117
8037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10138
8038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10201
8039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9942
8040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10222
8041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10099
8042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9813
8043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9693
8044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8949
8045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5663
8046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10025
8047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10067
8048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10190
8049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10001
8050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9886
8051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10163
8052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9974
8053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10218
8054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10044
8055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10192
8056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10005
8057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10323
8058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9933
8059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9977
8060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9971
8061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10187
8062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9929
8063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10075
8064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9857
8065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9954
8066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10285
8067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9907
8068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10069
8069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10302
8070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10148
8071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10216
8072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10232
8073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10065
8074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10022
8075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10105
8076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9766
8077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10246
8078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9915
8079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10092
8080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10015
8081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10134
8082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9990
8083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10176
8084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9618
8085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8970
8086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5929
8087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9925
8088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10240
8089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10005
8090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9885
8091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9865
8092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9880
8093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10339
8094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9582
8095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10045
8096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9714
8097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9904
8098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10054
8099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9914
8100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10095
8101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9474
8102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10014
8103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9675
8104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9957
8105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10035
8106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9990
8107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9954
8108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10044
8109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10135
8110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10143
8111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10058
8112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9962
8113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10207
8114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10066
8115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9923
8116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9380
8117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9917
8118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9992
8119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9803
8120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9888
8121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9740
8122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9847
8123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10062
8124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9876
8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9653
8126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8870
8127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5452
8128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10001
8129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10142
8130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9782
8131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9874
8132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9553
8133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9868
8134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10084
8135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9815
8136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9981
8137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9757
8138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10230
8139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9918
8140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10035
8141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10107
8142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9915
8143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10022
8144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9761
8145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999
8146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10073
8147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9672
8148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9870
8149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9910
8150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10111
8151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10066
8152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9977
8153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9766
8154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10096
8155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9638
8156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9650
8157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10076
8158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10196
8159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9943
8160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9848
8161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9630
8162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9855
8163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9992
8164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10032
8165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9880
8166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8850
8167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8934
8168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5513
8169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9669
8170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9741
8171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9829
8172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9930
8173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10252
8174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9911
8175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9889
8176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9865
8177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8612
8178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10092
8179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9863
8180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10061
8181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9877
8182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10052
8183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9930
8184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10057
8185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10041
8186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9536
8187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9800
8188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10084
8189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10063
8190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10033
8191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9822
8192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9973
8193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9412
8194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9808
8195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10041
8196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10173
8197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9837
8198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10030
8199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9944
8200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9580
8201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10171
8202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9937
8203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9819
8204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10093
8205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10040
8206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9988
8207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9652
8208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9456
8209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4736
8210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9178
8211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8867
8212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9070
8213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9081
8214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9087
8215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500
8216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9073
8217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9052
8218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9177
8219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9174
8220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9211
8221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9081
8222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9042
8223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9040
8224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9092
8225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8940
8226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9307
8227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9012
8228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8974
8229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9443
8230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9159
8231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9072
8232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9237
8233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8985
8234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9183
8235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8911
8236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9207
8237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8891
8238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8755
8239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9071
8240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8871
8241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9085
8242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8855
8243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9319
8244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9093
8245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9118
8246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8826
8247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8789
8248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589
8249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7685
8250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4362
8251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8888
8252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8993
8253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8685
8254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8753
8255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8940
8256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8758
8257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889
8258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8631
