,index,length,min,max,var,mean,sum,trims,paths,mean10
37,135,45,219.0,251.0,45.02,242.42,9199,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_135_6000_2000_0.5`_steel_20201218_111641.txt,237.69099999999997
38,136,47,222.0,255.0,47.01,250.23,9975,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_136_6000_2000_0.5`_steel_20201218_111646.txt,238.331
39,137,44,227.0,864.0,62979.28,542.2,22185,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_137_6000_2000_0.5`_steel_20201218_111652.txt,239.629
41,140,46,336.0,389.0,304.53,365.3,15056,"(0.11, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_140_6000_2000_0.5_steel_20201218_113612.txt,270.09700000000004
42,141,46,330.0,551.0,3945.45,436.59,18335,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_141_6000_2000_0.5_steel_20201218_113618.txt,283.047
43,142,47,342.0,417.0,199.6,392.57,16665,"(0.11, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_142_6000_2000_0.5_steel_20201218_113623.txt,303.01900000000006
44,143,46,339.0,540.0,2700.38,487.98,20699,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_143_6000_2000_0.5_steel_20201218_113649.txt,318.55400000000003
45,144,45,384.0,435.0,117.45,418.91,17141,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_144_6000_2000_0.5_steel_20201218_113654.txt,343.54800000000006
46,145,46,379.0,431.0,129.84,417.26,17446,"(0.14, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_145_6000_2000_0.5_steel_20201218_113659.txt,361.592
47,146,45,340.0,430.0,212.8,409.51,16718,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_146_6000_2000_0.5_steel_20201218_113705.txt,379.39300000000003
48,147,47,367.0,446.0,256.92,423.89,18137,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_147_6000_2000_0.5_steel_20201218_113710.txt,396.297
49,148,47,344.0,505.0,566.0,440.85,18934,"(0.11, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_148_6000_2000_0.5_steel_20201218_113715.txt,414.4440000000001
50,149,46,375.0,476.0,346.12,438.5,18423,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_149_6000_2000_0.5_steel_20201218_113721.txt,433.506
52,150,45,399.0,475.0,159.63,444.69,18301,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_150_6000_2000_0.5_steel_20201218_113726.txt,423.1360000000001
53,151,46,427.0,488.0,212.78,445.02,18723,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_151_6000_2000_0.5_steel_20201218_113731.txt,431.075
54,152,48,391.0,505.0,455.07,448.9,19723,"(0.1, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_152_6000_2000_0.5_steel_20201218_113737.txt,431.918
55,153,47,377.0,544.0,877.91,464.49,20045,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_153_6000_2000_0.5_steel_20201218_113742.txt,437.55100000000004
56,154,47,467.0,694.0,1844.78,654.53,28977,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_154_6000_2000_0.5_steel_20201218_113747.txt,435.20200000000006
57,155,47,458.0,730.0,5149.42,652.38,28876,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_155_6000_2000_0.5_steel_20201218_113807.txt,458.76399999999995
58,156,47,506.0,764.0,6455.65,642.49,28411,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_156_6000_2000_0.5_steel_20201218_113812.txt,482.276
59,157,48,487.0,930.0,9580.79,817.65,37423,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_157_6000_2000_0.5_steel_20201218_113818.txt,505.57399999999996
60,158,46,512.0,909.0,6673.44,818.83,35918,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_158_6000_2000_0.5_steel_20201218_113823.txt,544.9499999999999
61,159,47,489.0,731.0,2669.59,649.26,28729,"(0.11, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_159_6000_2000_0.5_steel_20201218_113828.txt,582.7479999999999
63,160,47,480.0,766.0,2686.71,676.64,30016,"(0.12, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T06\T06_load_160_6000_2000_0.5_steel_20201218_113834.txt,603.824
