,index,length,min,max,var,mean,sum,trims,paths,mean10
275,277,47,234.0,295.0,130.97,279.11,11332,"(0.14, 0.93)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_277_6000_2000_0.3_steel_20201218_153525.txt,285.005
276,278,45,241.0,299.0,124.77,283.78,11060,"(0.12, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_278_6000_2000_0.3_steel_20201218_153530.txt,283.71200000000005
277,279,47,248.0,305.0,127.66,292.68,11970,"(0.12, 0.92)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_279_6000_2000_0.3_steel_20201218_153536.txt,283.87000000000006
278,280,44,258.0,310.0,93.74,296.59,11378,"(0.14, 0.91)",C:\repo2021\xyrepo\data\20201218\192.168.101.10\T01\T01_load_280_6000_2000_0.3_steel_20201218_153541.txt,284.773
279,281,42,267.0,309.0,99.28,284.81,10366,"(0.1, 0.92)",C:\repo2021\xyrepo\data\20201221\192.168.101.10\T01\T01_load_281_6000_2000_0.3_2.5_steel_20201221_101704.txt,285.57800000000003
280,282,44,282.0,341.0,142.23,321.95,12494,"(0.09, 0.89)",C:\repo2021\xyrepo\data\20201221\192.168.101.10\T01\T01_load_282_6000_2000_0.3_2.5_steel_20201221_101709.txt,284.93600000000004
281,283,46,340.0,402.0,128.0,386.85,16047,"(0.1, 0.9)",C:\repo2021\xyrepo\data\20201221\192.168.101.10\T01\T01_load_283_6000_2000_0.3_2.5_steel_20201221_101715.txt,288.57399999999996
282,284,45,320.0,458.0,1672.71,370.47,14961,"(0.09, 0.88)",C:\repo2021\xyrepo\data\20201221\192.168.101.10\T01\T01_load_284_6000_2000_0.3_2.5_steel_20201221_101720.txt,298.02
283,285,45,279.0,370.0,229.38,337.6,13482,"(0.09, 0.88)",C:\repo2021\xyrepo\data\20201221\192.168.101.10\T01\T01_load_285_6000_2000_0.3_2.5_steel_20201221_101725.txt,307.334
284,286,45,288.0,387.0,371.38,342.18,13688,"(0.11, 0.89)",C:\repo2021\xyrepo\data\20201221\192.168.101.10\T01\T01_load_286_6000_2000_0.3_2.5_steel_20201221_101731.txt,312.159
285,287,45,305.0,483.0,1768.63,446.69,18391,"(0.1, 0.84)",C:\repo2021\xyrepo\data\20201221\192.168.101.10\T01\T01_load_287_6000_2000_0.3_2.5_steel_20201221_101736.txt,319.602
